@relation dataDiscretized
@attribute TT {'[0,1]'}
@attribute SpeakerNumber {'[0,4)','[4,9)','[9,14]'}
@attribute Sex {'[0,1]'}
@attribute F0 {'[-5.21,-3.65)','[-3.65,-2.81)','[-2.81,-0.941]'}
@attribute F1 {'[-1.27,1.4)','[1.4,2.38)','[2.38,5.07]'}
@attribute F2 {'[-2.49,-0.836)','[-0.836,-0.267)','[-0.267,1.43]'}
@attribute F3 {'[-1.41,0.109)','[0.109,0.845)','[0.845,2.38]'}
@attribute F4 {'[-2.13,-0.612)','[-0.612,0.023)','[0.023,1.83]'}
@attribute F5 {'[-0.836,0.317)','[0.317,0.861)','[0.861,2.33]'}
@attribute F6 {'[-1.54,-0.173)','[-0.173,0.196)','[0.196,1.4]'}
@attribute F7 {'[-1.29,0.044)','[0.044,0.65)','[0.65,2.04]'}
@attribute F8 {'[-1.61,-0.567)','[-0.567,-0.066)','[-0.066,1.31]'}
@attribute F9 {'[-1.68,-0.409)','[-0.409,0.165)','[0.165,1.4]'}
@attribute Class {' negative',' positive'}
@data
'[0,1]','[0,4)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-2.49,-0.836)','[-1.41,0.109)','[-0.612,0.023)','[0.861,2.33]','[0.196,1.4]','[0.65,2.04]','[-0.066,1.31]','[-0.409,0.165)',' negative'
'[0,1]','[0,4)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-2.49,-0.836)','[0.109,0.845)','[0.023,1.83]','[0.317,0.861)','[-0.173,0.196)','[0.044,0.65)','[-0.567,-0.066)','[-1.68,-0.409)',' negative'
'[0,1]','[0,4)','[0,1]','[-2.81,-0.941]','[1.4,2.38)','[-0.836,-0.267)','[-1.41,0.109)','[-0.612,0.023)','[-0.836,0.317)','[-0.173,0.196)','[-1.29,0.044)','[-0.066,1.31]','[-1.68,-0.409)',' negative'
'[0,1]','[0,4)','[0,1]','[-2.81,-0.941]','[1.4,2.38)','[-0.267,1.43]','[0.109,0.845)','[-2.13,-0.612)','[-0.836,0.317)','[-1.54,-0.173)','[0.65,2.04]','[-0.066,1.31]','[-0.409,0.165)',' negative'
'[0,1]','[0,4)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-0.267,1.43]','[0.109,0.845)','[-2.13,-0.612)','[-0.836,0.317)','[-1.54,-0.173)','[0.65,2.04]','[-0.066,1.31]','[-0.409,0.165)',' negative'
'[0,1]','[0,4)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[-0.612,0.023)','[-0.836,0.317)','[-1.54,-0.173)','[-1.29,0.044)','[-0.066,1.31]','[0.165,1.4]',' negative'
'[0,1]','[0,4)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[-2.13,-0.612)','[-0.836,0.317)','[-1.54,-0.173)','[0.65,2.04]','[-0.066,1.31]','[0.165,1.4]',' negative'
'[0,1]','[0,4)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.109,0.845)','[-2.13,-0.612)','[0.861,2.33]','[-0.173,0.196)','[0.65,2.04]','[-0.066,1.31]','[0.165,1.4]',' negative'
'[0,1]','[0,4)','[0,1]','[-5.21,-3.65)','[-1.27,1.4)','[-0.267,1.43]','[0.109,0.845)','[-0.612,0.023)','[0.861,2.33]','[-1.54,-0.173)','[0.65,2.04]','[-0.066,1.31]','[-0.409,0.165)',' negative'
'[0,1]','[0,4)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-0.267,1.43]','[0.109,0.845)','[-2.13,-0.612)','[0.317,0.861)','[-0.173,0.196)','[0.65,2.04]','[-0.066,1.31]','[-0.409,0.165)',' negative'
'[0,1]','[0,4)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-2.49,-0.836)','[0.109,0.845)','[0.023,1.83]','[0.861,2.33]','[0.196,1.4]','[0.65,2.04]','[-0.567,-0.066)','[-1.68,-0.409)',' positive'
'[0,1]','[0,4)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-2.49,-0.836)','[-1.41,0.109)','[-0.612,0.023)','[0.861,2.33]','[0.196,1.4]','[0.65,2.04]','[-0.066,1.31]','[-0.409,0.165)',' negative'
'[0,1]','[0,4)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-2.49,-0.836)','[0.109,0.845)','[0.023,1.83]','[0.317,0.861)','[-0.173,0.196)','[0.65,2.04]','[-0.567,-0.066)','[-1.68,-0.409)',' negative'
'[0,1]','[0,4)','[0,1]','[-2.81,-0.941]','[1.4,2.38)','[-0.836,-0.267)','[0.109,0.845)','[-0.612,0.023)','[0.317,0.861)','[-1.54,-0.173)','[0.044,0.65)','[-0.066,1.31]','[-1.68,-0.409)',' negative'
'[0,1]','[0,4)','[0,1]','[-2.81,-0.941]','[1.4,2.38)','[-0.267,1.43]','[0.109,0.845)','[-2.13,-0.612)','[-0.836,0.317)','[-1.54,-0.173)','[0.65,2.04]','[-0.066,1.31]','[-0.409,0.165)',' negative'
'[0,1]','[0,4)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-0.267,1.43]','[0.109,0.845)','[-2.13,-0.612)','[-0.836,0.317)','[-1.54,-0.173)','[0.65,2.04]','[-0.066,1.31]','[-0.409,0.165)',' negative'
'[0,1]','[0,4)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[-2.13,-0.612)','[-0.836,0.317)','[-1.54,-0.173)','[0.044,0.65)','[-0.066,1.31]','[0.165,1.4]',' negative'
'[0,1]','[0,4)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[-2.13,-0.612)','[-0.836,0.317)','[-1.54,-0.173)','[0.044,0.65)','[-0.066,1.31]','[0.165,1.4]',' negative'
'[0,1]','[0,4)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.109,0.845)','[-2.13,-0.612)','[0.861,2.33]','[0.196,1.4]','[0.65,2.04]','[-0.066,1.31]','[0.165,1.4]',' negative'
'[0,1]','[0,4)','[0,1]','[-5.21,-3.65)','[1.4,2.38)','[-0.267,1.43]','[0.109,0.845)','[-0.612,0.023)','[0.861,2.33]','[-1.54,-0.173)','[0.65,2.04]','[-0.066,1.31]','[-0.409,0.165)',' negative'
'[0,1]','[0,4)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-0.267,1.43]','[0.109,0.845)','[-2.13,-0.612)','[0.317,0.861)','[-0.173,0.196)','[0.65,2.04]','[-0.066,1.31]','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[0.861,2.33]','[-1.54,-0.173)','[-1.29,0.044)','[-1.61,-0.567)','[0.165,1.4]',' positive'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[0.317,0.861)','[-1.54,-0.173)','[-1.29,0.044)','[-1.61,-0.567)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[-0.836,0.317)','[-1.54,-0.173)','[-1.29,0.044)','[-0.567,-0.066)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-0.267,1.43]','[-1.41,0.109)','[-0.612,0.023)','[-0.836,0.317)','[-0.173,0.196)','[-1.29,0.044)','[-1.61,-0.567)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-2.81,-0.941]','[1.4,2.38)','[-0.836,-0.267)','[-1.41,0.109)','[-2.13,-0.612)','[-0.836,0.317)','[0.196,1.4]','[0.044,0.65)','[-0.567,-0.066)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-2.81,-0.941]','[1.4,2.38)','[-0.836,-0.267)','[-1.41,0.109)','[-0.612,0.023)','[-0.836,0.317)','[0.196,1.4]','[0.044,0.65)','[-1.61,-0.567)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[1.4,2.38)','[-0.267,1.43]','[0.109,0.845)','[-2.13,-0.612)','[-0.836,0.317)','[-0.173,0.196)','[0.65,2.04]','[-0.567,-0.066)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[-2.13,-0.612)','[-0.836,0.317)','[0.196,1.4]','[0.65,2.04]','[-0.567,-0.066)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[0.023,1.83]','[0.861,2.33]','[0.196,1.4]','[0.044,0.65)','[-0.567,-0.066)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[0.109,0.845)','[0.023,1.83]','[0.317,0.861)','[-1.54,-0.173)','[0.65,2.04]','[-1.61,-0.567)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[-1.41,0.109)','[0.023,1.83]','[-0.836,0.317)','[0.196,1.4]','[0.65,2.04]','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[0.861,2.33]','[-1.54,-0.173)','[-1.29,0.044)','[-0.567,-0.066)','[0.165,1.4]',' positive'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[0.317,0.861)','[-1.54,-0.173)','[-1.29,0.044)','[-0.567,-0.066)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[-0.836,0.317)','[-1.54,-0.173)','[-1.29,0.044)','[-0.567,-0.066)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-0.836,-0.267)','[-1.41,0.109)','[-0.612,0.023)','[-0.836,0.317)','[-0.173,0.196)','[-1.29,0.044)','[-1.61,-0.567)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[1.4,2.38)','[-0.836,-0.267)','[-1.41,0.109)','[-2.13,-0.612)','[0.317,0.861)','[0.196,1.4]','[0.044,0.65)','[-0.567,-0.066)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-2.81,-0.941]','[1.4,2.38)','[-0.836,-0.267)','[-1.41,0.109)','[-0.612,0.023)','[-0.836,0.317)','[0.196,1.4]','[0.044,0.65)','[-1.61,-0.567)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[-2.13,-0.612)','[-0.836,0.317)','[-0.173,0.196)','[0.65,2.04]','[-0.567,-0.066)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[-2.13,-0.612)','[-0.836,0.317)','[0.196,1.4]','[0.65,2.04]','[-0.066,1.31]','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[0.023,1.83]','[0.317,0.861)','[0.196,1.4]','[0.044,0.65)','[-1.61,-0.567)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[0.109,0.845)','[0.023,1.83]','[0.317,0.861)','[-0.173,0.196)','[0.65,2.04]','[-1.61,-0.567)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[-1.41,0.109)','[0.023,1.83]','[-0.836,0.317)','[0.196,1.4]','[0.65,2.04]','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[0.861,2.33]','[-1.54,-0.173)','[-1.29,0.044)','[-0.567,-0.066)','[0.165,1.4]',' positive'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[0.317,0.861)','[-1.54,-0.173)','[-1.29,0.044)','[-0.567,-0.066)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[-0.836,0.317)','[-1.54,-0.173)','[-1.29,0.044)','[-0.567,-0.066)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-0.267,1.43]','[-1.41,0.109)','[-0.612,0.023)','[-0.836,0.317)','[-0.173,0.196)','[0.044,0.65)','[-1.61,-0.567)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[1.4,2.38)','[-0.836,-0.267)','[-1.41,0.109)','[-0.612,0.023)','[0.317,0.861)','[0.196,1.4]','[-1.29,0.044)','[-0.567,-0.066)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-2.81,-0.941]','[1.4,2.38)','[-0.836,-0.267)','[-1.41,0.109)','[-0.612,0.023)','[-0.836,0.317)','[0.196,1.4]','[-1.29,0.044)','[-1.61,-0.567)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[-2.13,-0.612)','[-0.836,0.317)','[-0.173,0.196)','[0.65,2.04]','[-0.567,-0.066)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[-2.13,-0.612)','[-0.836,0.317)','[0.196,1.4]','[0.65,2.04]','[-0.066,1.31]','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[0.023,1.83]','[0.317,0.861)','[0.196,1.4]','[0.044,0.65)','[-0.567,-0.066)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[1.4,2.38)','[-0.267,1.43]','[0.109,0.845)','[0.023,1.83]','[0.317,0.861)','[-0.173,0.196)','[0.65,2.04]','[-1.61,-0.567)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[-1.41,0.109)','[0.023,1.83]','[-0.836,0.317)','[0.196,1.4]','[0.044,0.65)','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[0.861,2.33]','[-1.54,-0.173)','[-1.29,0.044)','[-0.567,-0.066)','[0.165,1.4]',' positive'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[0.317,0.861)','[-1.54,-0.173)','[-1.29,0.044)','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[-0.836,0.317)','[-1.54,-0.173)','[-1.29,0.044)','[-0.567,-0.066)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-0.267,1.43]','[-1.41,0.109)','[-0.612,0.023)','[-0.836,0.317)','[0.196,1.4]','[-1.29,0.044)','[-1.61,-0.567)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[1.4,2.38)','[-0.836,-0.267)','[-1.41,0.109)','[-2.13,-0.612)','[0.317,0.861)','[0.196,1.4]','[-1.29,0.044)','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.836,-0.267)','[-1.41,0.109)','[0.023,1.83]','[0.317,0.861)','[0.196,1.4]','[-1.29,0.044)','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[-2.13,-0.612)','[-0.836,0.317)','[-0.173,0.196)','[0.65,2.04]','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[-2.13,-0.612)','[-0.836,0.317)','[0.196,1.4]','[0.65,2.04]','[-0.066,1.31]','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[0.023,1.83]','[0.317,0.861)','[0.196,1.4]','[0.044,0.65)','[-0.567,-0.066)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[0.109,0.845)','[0.023,1.83]','[0.317,0.861)','[-0.173,0.196)','[0.65,2.04]','[-1.61,-0.567)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[-1.41,0.109)','[0.023,1.83]','[-0.836,0.317)','[0.196,1.4]','[0.044,0.65)','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[0.861,2.33]','[-1.54,-0.173)','[-1.29,0.044)','[-0.567,-0.066)','[0.165,1.4]',' positive'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[-0.836,0.317)','[-1.54,-0.173)','[-1.29,0.044)','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[-0.836,0.317)','[-1.54,-0.173)','[-1.29,0.044)','[-0.066,1.31]','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-0.267,1.43]','[0.109,0.845)','[-0.612,0.023)','[-0.836,0.317)','[0.196,1.4]','[-1.29,0.044)','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[1.4,2.38)','[-0.836,-0.267)','[-1.41,0.109)','[-2.13,-0.612)','[0.317,0.861)','[0.196,1.4]','[0.044,0.65)','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.836,-0.267)','[0.109,0.845)','[0.023,1.83]','[0.317,0.861)','[0.196,1.4]','[-1.29,0.044)','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[-2.13,-0.612)','[-0.836,0.317)','[0.196,1.4]','[0.65,2.04]','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[-2.13,-0.612)','[-0.836,0.317)','[0.196,1.4]','[0.65,2.04]','[-0.066,1.31]','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[0.023,1.83]','[0.317,0.861)','[0.196,1.4]','[0.044,0.65)','[-0.567,-0.066)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[0.109,0.845)','[0.023,1.83]','[0.317,0.861)','[-0.173,0.196)','[0.65,2.04]','[-1.61,-0.567)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[-1.41,0.109)','[0.023,1.83]','[-0.836,0.317)','[0.196,1.4]','[0.044,0.65)','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[0.861,2.33]','[-1.54,-0.173)','[-1.29,0.044)','[-0.567,-0.066)','[0.165,1.4]',' positive'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[-0.836,0.317)','[-1.54,-0.173)','[-1.29,0.044)','[-1.61,-0.567)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[-0.836,0.317)','[-1.54,-0.173)','[-1.29,0.044)','[-0.567,-0.066)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-0.267,1.43]','[0.109,0.845)','[-0.612,0.023)','[-0.836,0.317)','[0.196,1.4]','[-1.29,0.044)','[-1.61,-0.567)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[1.4,2.38)','[-0.836,-0.267)','[-1.41,0.109)','[-0.612,0.023)','[0.317,0.861)','[0.196,1.4]','[0.044,0.65)','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.836,-0.267)','[0.109,0.845)','[-0.612,0.023)','[0.317,0.861)','[0.196,1.4]','[-1.29,0.044)','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[-2.13,-0.612)','[-0.836,0.317)','[0.196,1.4]','[0.044,0.65)','[-1.61,-0.567)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[-2.13,-0.612)','[-0.836,0.317)','[-0.173,0.196)','[0.65,2.04]','[-0.066,1.31]','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[0.023,1.83]','[0.317,0.861)','[0.196,1.4]','[0.044,0.65)','[-1.61,-0.567)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.267,1.43]','[-1.41,0.109)','[0.023,1.83]','[0.861,2.33]','[-0.173,0.196)','[0.65,2.04]','[-0.567,-0.066)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-0.267,1.43]','[-1.41,0.109)','[0.023,1.83]','[-0.836,0.317)','[0.196,1.4]','[0.044,0.65)','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.836,-0.267)','[0.845,2.38]','[0.023,1.83]','[0.861,2.33]','[0.196,1.4]','[-1.29,0.044)','[-1.61,-0.567)','[-0.409,0.165)',' positive'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[-1.27,1.4)','[-0.267,1.43]','[0.845,2.38]','[0.023,1.83]','[0.861,2.33]','[-1.54,-0.173)','[-1.29,0.044)','[-1.61,-0.567)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-2.49,-0.836)','[0.845,2.38]','[0.023,1.83]','[0.317,0.861)','[-1.54,-0.173)','[-1.29,0.044)','[-1.61,-0.567)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-2.81,-0.941]','[-1.27,1.4)','[-2.49,-0.836)','[0.109,0.845)','[-0.612,0.023)','[-0.836,0.317)','[-0.173,0.196)','[-1.29,0.044)','[-0.567,-0.066)','[0.165,1.4]',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[1.4,2.38)','[-0.836,-0.267)','[-1.41,0.109)','[-2.13,-0.612)','[-0.836,0.317)','[0.196,1.4]','[0.044,0.65)','[-0.567,-0.066)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-2.81,-0.941]','[1.4,2.38)','[-2.49,-0.836)','[-1.41,0.109)','[-2.13,-0.612)','[0.317,0.861)','[-0.173,0.196)','[0.044,0.65)','[-0.567,-0.066)','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[2.38,5.07]','[-0.836,-0.267)','[-1.41,0.109)','[-2.13,-0.612)','[-0.836,0.317)','[0.196,1.4]','[0.044,0.65)','[-0.567,-0.066)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-0.836,-0.267)','[0.845,2.38]','[-2.13,-0.612)','[-0.836,0.317)','[0.196,1.4]','[0.044,0.65)','[-0.066,1.31]','[-0.409,0.165)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-2.49,-0.836)','[0.109,0.845)','[-0.612,0.023)','[0.861,2.33]','[-0.173,0.196)','[0.65,2.04]','[-0.567,-0.066)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-5.21,-3.65)','[2.38,5.07]','[-2.49,-0.836)','[0.109,0.845)','[0.023,1.83]','[-0.836,0.317)','[0.196,1.4]','[-1.29,0.044)','[-0.567,-0.066)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[1.4,2.38)','[-0.836,-0.267)','[0.845,2.38]','[-0.612,0.023)','[0.861,2.33]','[-0.173,0.196)','[0.65,2.04]','[-0.567,-0.066)','[-1.68,-0.409)',' negative'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.836,-0.267)','[0.109,0.845)','[0.023,1.83]','[0.861,2.33]','[0.196,1.4]','[-1.29,0.044)','[-1.61,-0.567)','[0.165,1.4]',' positive'
'[0,1]','[4,9)','[0,1]','[-3.65,-2.81)','[-1.27,1.4)','[-0.836,-0.267)','[0.845,2.38]','[0.023,1.83]','[0.861,2.33]','[-1.54,-0.173)','[-1.29,0.044)','[-1.61,-0.567)','[-0.409,0.165)',' negative'
